Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides PhosphoTMT1	Peptides PhosphoTMT2	Peptides TMT1	Peptides TMT2	Razor + unique peptides PhosphoTMT1	Razor + unique peptides PhosphoTMT2	Razor + unique peptides TMT1	Razor + unique peptides TMT2	Unique peptides PhosphoTMT1	Unique peptides PhosphoTMT2	Unique peptides TMT1	Unique peptides TMT2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity corrected 1 PhosphoTMT1	Reporter intensity corrected 2 PhosphoTMT1	Reporter intensity corrected 3 PhosphoTMT1	Reporter intensity corrected 4 PhosphoTMT1	Reporter intensity corrected 5 PhosphoTMT1	Reporter intensity corrected 6 PhosphoTMT1	Reporter intensity corrected 7 PhosphoTMT1	Reporter intensity corrected 8 PhosphoTMT1	Reporter intensity corrected 9 PhosphoTMT1	Reporter intensity corrected 10 PhosphoTMT1	Reporter intensity corrected 1 PhosphoTMT2	Reporter intensity corrected 2 PhosphoTMT2	Reporter intensity corrected 3 PhosphoTMT2	Reporter intensity corrected 4 PhosphoTMT2	Reporter intensity corrected 5 PhosphoTMT2	Reporter intensity corrected 6 PhosphoTMT2	Reporter intensity corrected 7 PhosphoTMT2	Reporter intensity corrected 8 PhosphoTMT2	Reporter intensity corrected 9 PhosphoTMT2	Reporter intensity corrected 10 PhosphoTMT2	Reporter intensity corrected 1 TMT1	Reporter intensity corrected 2 TMT1	Reporter intensity corrected 3 TMT1	Reporter intensity corrected 4 TMT1	Reporter intensity corrected 5 TMT1	Reporter intensity corrected 6 TMT1	Reporter intensity corrected 7 TMT1	Reporter intensity corrected 8 TMT1	Reporter intensity corrected 9 TMT1	Reporter intensity corrected 10 TMT1	Reporter intensity corrected 1 TMT2	Reporter intensity corrected 2 TMT2	Reporter intensity corrected 3 TMT2	Reporter intensity corrected 4 TMT2	Reporter intensity corrected 5 TMT2	Reporter intensity corrected 6 TMT2	Reporter intensity corrected 7 TMT2	Reporter intensity corrected 8 TMT2	Reporter intensity corrected 9 TMT2	Reporter intensity corrected 10 TMT2	Reporter intensity 1 PhosphoTMT1	Reporter intensity 2 PhosphoTMT1	Reporter intensity 3 PhosphoTMT1	Reporter intensity 4 PhosphoTMT1	Reporter intensity 5 PhosphoTMT1	Reporter intensity 6 PhosphoTMT1	Reporter intensity 7 PhosphoTMT1	Reporter intensity 8 PhosphoTMT1	Reporter intensity 9 PhosphoTMT1	Reporter intensity 10 PhosphoTMT1	Reporter intensity 1 PhosphoTMT2	Reporter intensity 2 PhosphoTMT2	Reporter intensity 3 PhosphoTMT2	Reporter intensity 4 PhosphoTMT2	Reporter intensity 5 PhosphoTMT2	Reporter intensity 6 PhosphoTMT2	Reporter intensity 7 PhosphoTMT2	Reporter intensity 8 PhosphoTMT2	Reporter intensity 9 PhosphoTMT2	Reporter intensity 10 PhosphoTMT2	Reporter intensity 1 TMT1	Reporter intensity 2 TMT1	Reporter intensity 3 TMT1	Reporter intensity 4 TMT1	Reporter intensity 5 TMT1	Reporter intensity 6 TMT1	Reporter intensity 7 TMT1	Reporter intensity 8 TMT1	Reporter intensity 9 TMT1	Reporter intensity 10 TMT1	Reporter intensity 1 TMT2	Reporter intensity 2 TMT2	Reporter intensity 3 TMT2	Reporter intensity 4 TMT2	Reporter intensity 5 TMT2	Reporter intensity 6 TMT2	Reporter intensity 7 TMT2	Reporter intensity 8 TMT2	Reporter intensity 9 TMT2	Reporter intensity 10 TMT2	Reporter intensity count 1 PhosphoTMT1	Reporter intensity count 2 PhosphoTMT1	Reporter intensity count 3 PhosphoTMT1	Reporter intensity count 4 PhosphoTMT1	Reporter intensity count 5 PhosphoTMT1	Reporter intensity count 6 PhosphoTMT1	Reporter intensity count 7 PhosphoTMT1	Reporter intensity count 8 PhosphoTMT1	Reporter intensity count 9 PhosphoTMT1	Reporter intensity count 10 PhosphoTMT1	Reporter intensity count 1 PhosphoTMT2	Reporter intensity count 2 PhosphoTMT2	Reporter intensity count 3 PhosphoTMT2	Reporter intensity count 4 PhosphoTMT2	Reporter intensity count 5 PhosphoTMT2	Reporter intensity count 6 PhosphoTMT2	Reporter intensity count 7 PhosphoTMT2	Reporter intensity count 8 PhosphoTMT2	Reporter intensity count 9 PhosphoTMT2	Reporter intensity count 10 PhosphoTMT2	Reporter intensity count 1 TMT1	Reporter intensity count 2 TMT1	Reporter intensity count 3 TMT1	Reporter intensity count 4 TMT1	Reporter intensity count 5 TMT1	Reporter intensity count 6 TMT1	Reporter intensity count 7 TMT1	Reporter intensity count 8 TMT1	Reporter intensity count 9 TMT1	Reporter intensity count 10 TMT1	Reporter intensity count 1 TMT2	Reporter intensity count 2 TMT2	Reporter intensity count 3 TMT2	Reporter intensity count 4 TMT2	Reporter intensity count 5 TMT2	Reporter intensity count 6 TMT2	Reporter intensity count 7 TMT2	Reporter intensity count 8 TMT2	Reporter intensity count 9 TMT2	Reporter intensity count 10 TMT2	Sequence coverage PhosphoTMT1 [%]	Sequence coverage PhosphoTMT2 [%]	Sequence coverage TMT1 [%]	Sequence coverage TMT2 [%]	Intensity	Intensity PhosphoTMT1	Intensity PhosphoTMT2	Intensity TMT1	Intensity TMT2	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Phospho (STY) site IDs	Oxidation (M) site positions	Phospho (STY) site positions
A0A096MJY4	A0A096MJY4	1	1	1		Mef2c	sp|A0A096MJY4|MEF2C_RAT Myocyte-specific enhancer factor 2C OS=Rattus norvegicus OX=10116 GN=Mef2c PE=1 SV=1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	3	3	3	51.217	473	473	0.00053937	2.8277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0				0	11858	True	12860	40807;40808	48546;48547	48547		0		222
A0A096MJZ0	A0A096MJZ0	3	3	1		Dnal1	sp|A0A096MJZ0|DNAL1_RAT Dynein light chain 1, axonemal OS=Rattus norvegicus OX=10116 GN=Dnal1 PE=1 SV=1	1	3	3	1	0	1	0	0	0	1	0	0	0	1	0	0	14.2	14.2	5.3	21.503	190	190	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3	0	0	0	0	0	0	0	0	+			1	829;10274;10744	True;True;True	11153	35580	42439	42439		1		56
A0A096MK47	A0A096MK47	20	20	20		Mlip	sp|A0A096MK47|MLIP_RAT Muscular LMNA-interacting protein OS=Rattus norvegicus OX=10116 GN=Mlip PE=1 SV=1	1	20	20	20	6	7	13	13	6	7	13	13	6	7	13	13	33.3	33.3	33.3	86.185	807	807	0	179.05	3884300	4149900	4706400	3870400	4475100	4401500	4129100	3867800	4371500	4142000	3884300	4149900	4706400	3870400	4475100	4401500	4129100	3867800	4371500	4142000	28	28	28	28	28	28	28	28	28	28	29427	26883	40256	22976	34314	30247	38040	21927	41982	35029	127540	124750	144010	139820	125140	154360	122830	127000	127030	111130	1289400	1426500	2040500	1293200	1768400	1558800	1597700	1337100	2155800	1911100	2438000	2571800	2481600	2414400	2547300	2658100	2370500	2381800	2046700	2084700	29427	26883	40256	22976	34314	30247	38040	21927	41982	35029	127540	124750	144010	139820	125140	154360	122830	127000	127030	111130	1289400	1426500	2040500	1293200	1768400	1558800	1597700	1337100	2155800	1911100	2438000	2571800	2481600	2414400	2547300	2658100	2370500	2381800	2046700	2084700	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	12	12	12	12	12	12	12	12	12	12	13	13	13	13	13	13	13	13	13	13	11.2	12.8	20.8	20.8	825960000	2459000	12705000	361600000	449200000	28				2	516;518;906;4173;5910;7514;8165;12359;12360;14045;14332;14334;14597;15149;15678;15745;17000;17045;17047;17765	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	556;558;984;4518;6384;8142;8866;13390;13391;15233;15577;15579;15580;15887;16490;17075;17076;17151;18516;18563;18565;19338;19339	1829;1830;1831;1832;1833;1834;1835;1836;1844;3309;14884;20479;26170;26171;26172;26173;28496;28497;28498;42164;42165;42166;42167;42168;47222;47223;48327;48328;48331;48332;48333;49072;50856;52603;52604;52605;52606;52607;52849;52850;57484;57485;57584;57585;57587;60020;60021;60022;60023;60024;60025;60026	2125;2126;2127;2128;2129;2130;2131;2132;2133;2134;2135;2136;2137;2138;2139;2140;2141;2142;2143;2153;3931;17554;24081;31013;31014;31015;31016;31017;33848;33849;33850;33851;50086;50087;50088;50089;50090;55887;55888;57212;57213;57216;57217;57218;58033;60089;62072;62073;62074;62075;62076;62077;62078;62079;62080;62378;62379;62380;67894;67895;68000;68001;68003;70910;70911;70912;70913;70914;70915;70916	2129;2153;3931;17554;24081;31016;33851;50086;50089;55888;57212;57217;58033;60089;62074;62380;67895;68001;68003;70915		2;3;4;5;6;7;8;9;3039		85;282;284;293;442;449;475;800;801
A0A0G2JXT6	A0A0G2JXT6	1	1	1			sp|A0A0G2JXT6|MTMR6_RAT Myotubularin-related protein 6 OS=Rattus norvegicus OX=10116 GN=Mtmr6 PE=1 SV=1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1.7	1.7	1.7	75.576	655	655	0	16.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	1.7	0	1.7	0	0	0	0	0	0				3	1694	True	1860;1861	6176;6177;6178	7297;7298;7299	7297		10		623
A0A0G2K2P5	A0A0G2K2P5	18	18	18			sp|A0A0G2K2P5|ZO1_RAT Tight junction protein ZO-1 OS=Rattus norvegicus OX=10116 GN=Tjp1 PE=1 SV=1	1	18	18	18	8	9	8	10	8	9	8	10	8	9	8	10	15.9	15.9	15.9	197.15	1765	1765	0	127.56	2000600	2074900	2204500	2059200	2195600	2213900	1978300	2079800	2071000	2103000	2000600	2074900	2204500	2059200	2195600	2213900	1978300	2079800	2071000	2103000	17	17	17	17	17	17	17	17	17	17	21066	10785	14862	16636	11859	20437	11720	18201	18517	17617	18283	6481.7	12458	10577	12550	16786	6965.7	7072.3	12650	6018	879430	1046600	1131000	980170	1107000	1014300	983590	923150	1128600	1042600	1081800	1011100	1046200	1051800	1064100	1162400	976040	1131400	911300	1036800	21066	10785	14862	16636	11859	20437	11720	18201	18517	17617	18283	6481.7	12458	10577	12550	16786	6965.7	7072.3	12650	6018	879430	1046600	1131000	980170	1107000	1014300	983590	923150	1128600	1042600	1081800	1011100	1046200	1051800	1064100	1162400	976040	1131400	911300	1036800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	7.8	8.6	6	7.7	407290000	4760100	6278100	156900000	239360000	17				4	294;381;1599;1764;2170;3156;3176;3348;3737;4328;5704;6709;7155;11229;12645;14440;16929;17901	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	316;317;410;1755;1933;2360;2361;3418;3440;3625;4047;4048;4682;6166;7265;7755;12193;13691;15699;15700;18442;19484	1096;1097;1098;1420;1421;5861;6433;7700;7701;7702;7703;7704;11263;11264;11332;11333;11998;11999;13388;13389;15380;19803;19804;19805;19806;23349;24799;24800;24801;38699;38700;43008;43009;48635;48636;48637;48638;48639;57232;57233;60435	1310;1311;1312;1678;1679;6928;7643;9072;9073;9074;9075;9076;13313;13314;13389;13390;14192;14193;15798;15799;18132;23297;23298;23299;23300;27556;29259;29260;29261;46080;46081;51035;51036;57546;57547;57548;57549;57550;67588;67589;71356	1310;1679;6928;7643;9075;13313;13389;14192;15799;18132;23300;27556;29259;46081;51036;57550;67589;71356		11;12;13;14;15;16;17;18;19;20;21;22;3040;4106		125;131;212;277;280;297;300;617;809;810;912;926;931;1614
A0JPI9	A0JPI9	1	1	1	Leucine-rich repeat-containing protein 74A	Lrrc74a	sp|A0JPI9|LR74A_RAT Leucine-rich repeat-containing protein 74A OS=Rattus norvegicus OX=10116 GN=Lrrc74a PE=2 SV=1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	4	4	4	53.226	479	479	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	+			5	9308	True	10116	32263	38391	38391		23;24;4107		328;333;334
A0JPJ7	A0JPJ7	16	16	16	Obg-like ATPase 1	Ola1	sp|A0JPJ7|OLA1_RAT Obg-like ATPase 1 OS=Rattus norvegicus OX=10116 GN=Ola1 PE=2 SV=1	1	16	16	16	0	3	13	14	0	3	13	14	0	3	13	14	48	48	48	44.535	396	396	0	64.528	11820000	11827000	12809000	11412000	12321000	12567000	11514000	12465000	11418000	11995000	11820000	11827000	12809000	11412000	12321000	12567000	11514000	12465000	11418000	11995000	34	34	34	34	34	34	34	34	34	34	0	0	0	0	0	0	0	0	0	0	249960	240230	277380	259920	265890	282990	260850	310730	240340	253440	5120200	5448700	6193800	5461700	5652000	5624000	5178900	5541600	6166600	5952600	6449600	6137900	6338100	5689900	6402700	6659900	6074000	6612500	5011500	5788600	0	0	0	0	0	0	0	0	0	0	249960	240230	277380	259920	265890	282990	260850	310730	240340	253440	5120200	5448700	6193800	5461700	5652000	5624000	5178900	5541600	6166600	5952600	6449600	6137900	6338100	5689900	6402700	6659900	6074000	6612500	5011500	5788600	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	15	15	15	15	15	15	15	15	15	15	16	16	16	16	16	16	16	16	16	16	0	7.6	38.6	44.7	2151300000	0	37284000	1194200000	919880000	34				6	5014;5237;5600;5653;7317;7373;7682;8277;9662;10111;11987;13624;14630;14836;17523;17763	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	5421;5654;6046;6106;7931;7994;8331;8989;10496;10975;13001;14768;15922;16145;19074;19336	17573;18245;18246;19431;19432;19616;25584;25585;25780;25781;25782;25783;26788;26789;26790;26791;28797;33520;33521;35006;35007;35008;35009;41210;41211;45950;45951;49154;49735;49736;59129;59130;59131;60014	20655;21483;21484;22872;22873;23093;30312;30313;30553;30554;30555;30556;31751;31752;31753;31754;34201;39915;39916;41770;41771;41772;41773;49015;49016;54446;54447;58122;58763;58764;69839;69840;69841;70904	20655;21483;22872;23093;30313;30555;31754;34201;39916;41773;49016;54446;58122;58763;69841;70904				
A0JPM9	A0JPM9	7	7	7	Eukaryotic translation initiation factor 3 subunit J	Eif3j	sp|A0JPM9|EIF3J_RAT Eukaryotic translation initiation factor 3 subunit J OS=Rattus norvegicus OX=10116 GN=Eif3j PE=1 SV=1	1	7	7	7	0	0	7	4	0	0	7	4	0	0	7	4	29.3	29.3	29.3	29.187	259	259	0	19.804	2519900	2546100	2926800	2532100	2877800	2743400	2529800	2815100	2601700	2760300	2519900	2546100	2926800	2532100	2877800	2743400	2529800	2815100	2601700	2760300	12	11	12	12	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1313400	1484200	1826800	1579900	1783400	1640800	1510600	1636000	1709900	1756500	1206500	1061900	1100100	952210	1094500	1102600	1019200	1179100	891750	1003800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1313400	1484200	1826800	1579900	1783400	1640800	1510600	1636000	1709900	1756500	1206500	1061900	1100100	952210	1094500	1102600	1019200	1179100	891750	1003800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	5	5	0	0	29.3	11.2	567760000	0	0	251470000	316290000	12				7	0;2160;6583;7888;9171;10102;13160	True;True;True;True;True;True;True	0;2350;7123;8558;9966;10966;14249	0;7658;7659;22800;27553;27554;31746;31747;34986;44529;44530;44531	0;9028;9029;26850;32678;32679;37759;37760;41749;52794;52795;52796	0;9029;26850;32678;37759;41749;52794				
A0JPP8	A0JPP8	1	1	1	Coiled-coil domain-containing protein 61	Ccdc61	sp|A0JPP8|CCD61_RAT Coiled-coil domain-containing protein 61 OS=Rattus norvegicus OX=10116 GN=Ccdc61 PE=1 SV=1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	2.5	2.5	2.5	57.729	512	512	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	+			8	9674	True	10508	33544	39949	39949		3041;4108		268;276
A0JPQ4	A0JPQ4	26	26	26	Tripartite motif-containing protein 72	Trim72	sp|A0JPQ4|TRI72_RAT Tripartite motif-containing protein 72 OS=Rattus norvegicus OX=10116 GN=Trim72 PE=1 SV=1	1	26	26	26	10	11	25	22	10	11	25	22	10	11	25	22	69	69	69	52.831	477	477	0	323.31	41143000	50304000	65792000	44877000	50414000	46621000	53095000	48186000	52167000	51874000	41143000	50304000	65792000	44877000	50414000	46621000	53095000	48186000	52167000	51874000	115	115	114	114	115	114	115	114	115	115	801310	1152200	1614000	902600	1108000	854130	1217600	962550	1319400	1121700	2333100	2488700	3052600	2314700	2669200	2811800	2519000	2445100	2253300	2728600	18492000	25803000	36507000	21306000	25126000	19361000	28497000	23102000	29500000	26181000	19516000	20860000	24618000	20353000	21511000	23594000	20861000	21676000	19095000	21842000	801310	1152200	1614000	902600	1108000	854130	1217600	962550	1319400	1121700	2333100	2488700	3052600	2314700	2669200	2811800	2519000	2445100	2253300	2728600	18492000	25803000	36507000	21306000	25126000	19361000	28497000	23102000	29500000	26181000	19516000	20860000	24618000	20353000	21511000	23594000	20861000	21676000	19095000	21842000	11	11	11	11	11	11	11	11	11	11	15	15	14	15	15	15	15	14	15	15	48	48	48	47	48	47	48	48	48	48	41	41	41	41	41	41	41	41	41	41	21.2	22.6	67.3	55.6	17990000000	142070000	359430000	8337900000	9150600000	116				9	1018;1245;1327;3977;4689;5351;5469;7515;7584;9064;9480;9811;10025;10510;10894;11863;12289;12555;13030;14617;14716;15578;15773;16614;16964;17296	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1101;1354;1444;1445;4301;5069;5776;5902;8143;8218;9848;10300;10651;10885;10886;11418;11817;11818;12865;13316;13596;14101;15908;16017;16960;17177;18096;18479;18837;18838	3663;4501;4502;4503;4504;4505;4506;4876;4877;4878;14204;14205;14206;16493;16494;18643;18644;18645;18646;18647;18648;19012;19013;19014;19015;19016;19017;19018;26174;26175;26176;26177;26178;26179;26407;26408;26409;26410;26411;31351;31352;31353;31354;31355;32849;32850;33976;33977;33978;33979;33980;34719;34720;34721;34722;34723;34724;34725;34726;36495;37702;37703;37704;37705;37706;37707;37708;40829;40830;40831;40832;40833;41963;41964;41965;41966;42779;42780;42781;44131;49120;49121;49374;49375;49376;49377;52303;52304;52305;52914;52915;52916;52917;56096;56097;56098;57390;57391;57392;58463;58464;58465;58466;58467;58468;58469	4355;5318;5319;5320;5321;5322;5323;5324;5765;5766;5767;16764;16765;16766;19396;19397;21974;21975;21976;21977;21978;21979;22390;22391;22392;22393;22394;22395;22396;31018;31019;31020;31021;31022;31023;31302;31303;31304;31305;31306;31307;31308;31309;31310;37259;37260;37261;37262;37263;39104;39105;40445;40446;40447;40448;40449;40450;40451;41407;41408;41409;41410;41411;41412;41413;41414;41415;43504;44964;44965;44966;44967;44968;44969;44970;48573;48574;48575;48576;48577;49854;49855;49856;49857;49858;50788;50789;50790;52326;58082;58083;58354;58355;58356;58357;58358;61735;61736;61737;62447;62448;62449;62450;66242;66243;66244;67778;67779;67780;69019;69020;69021;69022;69023;69024;69025	4355;5323;5767;16766;19396;21979;22396;31022;31309;37259;39105;40446;41407;43504;44968;48574;49857;50789;52326;58083;58354;61735;62447;66242;67778;69023	0;1;2;3		145;181;362;452	
